Member_number,Date,productId,items,productName,price,Category,TotalPrice,Month,Weekday
1764,2014-09-20,18,3,yogurt,2.2,Dairy,6.6000000000000005,9,Saturday
3565,2014-04-15,14,1,chocolate,11.5,Bakery & Sweets,11.5,4,Tuesday
3559,2014-07-17,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,7,Thursday
2499,2014-07-20,74,2,whipped/sour cream,5.5,Dairy,11.0,7,Sunday
1474,2014-08-13,57,1,meat,8.5,Fresh Food,8.5,8,Wednesday
2289,2014-02-05,26,3,berries,10.8,Fresh Food,32.400000000000006,2,Wednesday
1522,2014-01-07,2,3,whole milk,1.8,Dairy,5.4,1,Tuesday
1887,2014-07-08,23,1,pork,7.2,Fresh Food,7.2,7,Tuesday
3109,2014-03-25,4,1,other vegetables,0.8,Fresh Food,0.8,3,Tuesday
3998,2014-09-10,22,1,root vegetables,1.8,Fresh Food,1.8,9,Wednesday
3181,2014-05-08,3,3,pip fruit,3.0,Fresh Food,9.0,5,Thursday
1813,2014-12-01,57,3,meat,8.5,Fresh Food,25.5,12,Monday
3171,2014-10-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10,Friday
4944,2014-01-20,127,1,organic sausage,8.6,Fresh Food,8.6,1,Monday
4710,2014-02-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2,Monday
2104,2014-07-02,24,2,pastry,3.1,Bakery & Sweets,6.2,7,Wednesday
1743,2014-12-01,22,1,root vegetables,1.8,Fresh Food,1.8,12,Monday
2949,2014-06-01,23,3,pork,7.2,Fresh Food,21.6,6,Sunday
4416,2014-10-02,4,1,other vegetables,0.8,Fresh Food,0.8,10,Thursday
2000,2014-07-04,77,2,dish cleaner,2.5,Household & Hygiene,5.0,7,Friday
4114,2014-03-27,22,2,root vegetables,1.8,Fresh Food,3.6,3,Thursday
1435,2014-02-06,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,2,Thursday
3841,2014-07-29,92,1,vinegar,1.5,Pantry Staples,1.5,7,Tuesday
3323,2014-03-06,26,2,berries,10.8,Fresh Food,21.6,3,Thursday
1184,2014-06-24,8,1,beef,19.5,Fresh Food,19.5,6,Tuesday
3378,2014-03-13,101,2,canned fish,2.1,Frozen & Processed Food,4.2,3,Thursday
1561,2014-10-17,136,2,dishes,6.8,Specialty & Seasonal,13.6,10,Friday
2817,2014-09-25,78,3,baking powder,1.8,Pantry Staples,5.4,9,Thursday
4272,2014-11-25,114,1,napkins,21.8,Household & Hygiene,21.8,11,Tuesday
4376,2014-05-25,12,1,fruit/vegetable juice,2.1,Beverages,2.1,5,Sunday
3867,2014-07-24,24,3,pastry,3.1,Bakery & Sweets,9.3,7,Thursday
1702,2014-01-12,18,2,yogurt,2.2,Dairy,4.4,1,Sunday
2381,2014-04-27,3,1,pip fruit,3.0,Fresh Food,3.0,4,Sunday
1948,2014-09-23,2,3,whole milk,1.8,Dairy,5.4,9,Tuesday
2868,2014-04-22,38,3,soda,0.8,Beverages,2.4000000000000004,4,Tuesday
4531,2014-05-12,49,1,beverages,1.1,Beverages,1.1,5,Monday
1370,2014-09-09,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,9,Tuesday
1102,2014-09-30,18,2,yogurt,2.2,Dairy,4.4,9,Tuesday
2473,2014-11-09,2,3,whole milk,1.8,Dairy,5.4,11,Sunday
2266,2014-08-30,4,2,other vegetables,0.8,Fresh Food,1.6,8,Saturday
1655,2014-11-04,3,2,pip fruit,3.0,Fresh Food,6.0,11,Tuesday
2649,2014-08-02,17,1,bottled water,0.5,Beverages,0.5,8,Saturday
1740,2014-02-21,22,3,root vegetables,1.8,Fresh Food,5.4,2,Friday
4617,2014-11-18,18,2,yogurt,2.2,Dairy,4.4,11,Tuesday
2921,2014-03-04,59,2,hard cheese,4.5,Dairy,9.0,3,Tuesday
2533,2014-12-23,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,12,Tuesday
3168,2014-03-26,20,2,brown bread,0.8,Bakery & Sweets,1.6,3,Wednesday
2993,2014-10-23,66,3,onions,1.3,Fresh Food,3.9000000000000004,10,Thursday
4292,2014-04-06,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0,4,Sunday
1674,2014-06-30,10,2,chicken,7.2,Fresh Food,14.4,6,Monday
2092,2014-04-01,80,2,salty snack,0.5,Snacks,1.0,4,Tuesday
1062,2014-11-07,29,3,ham,15.2,Fresh Food,45.599999999999994,11,Friday
1015,2014-06-28,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,6,Saturday
4149,2014-02-11,1,3,tropical fruit,7.8,Fresh Food,23.4,2,Tuesday
3476,2014-02-05,36,3,frozen meals,9.7,Frozen & Processed Food,29.099999999999998,2,Wednesday
4786,2014-07-13,14,2,chocolate,11.5,Bakery & Sweets,23.0,7,Sunday
2054,2014-08-06,83,1,white bread,0.3,Bakery & Sweets,0.3,8,Wednesday
2518,2014-12-06,73,1,oil,3.4,Pantry Staples,3.4,12,Saturday
4771,2014-12-26,4,1,other vegetables,0.8,Fresh Food,0.8,12,Friday
4666,2014-09-27,18,1,yogurt,2.2,Dairy,2.2,9,Saturday
4513,2014-01-30,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,1,Thursday
1225,2014-11-29,16,2,butter milk,6.1,Dairy,12.2,11,Saturday
3496,2014-08-11,28,2,misc. beverages,1.2,Beverages,2.4,8,Monday
1720,2014-09-13,37,2,herbs,6.5,Fresh Food,13.0,9,Saturday
4091,2014-03-31,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,3,Monday
3477,2014-07-17,1,2,tropical fruit,7.8,Fresh Food,15.6,7,Thursday
3227,2014-08-20,50,3,bottled beer,1.8,Beverages,5.4,8,Wednesday
2123,2014-06-06,60,2,cream cheese,6.3,Dairy,12.6,6,Friday
4837,2014-12-17,2,1,whole milk,1.8,Dairy,1.8,12,Wednesday
4316,2014-08-31,57,3,meat,8.5,Fresh Food,25.5,8,Sunday
3263,2014-06-30,14,2,chocolate,11.5,Bakery & Sweets,23.0,6,Monday
3421,2014-06-13,82,1,pet care,5.8,Pet Care,5.8,6,Friday
4819,2014-04-23,135,1,meat spreads,7.8,Fresh Food,7.8,4,Wednesday
1294,2014-10-07,115,1,waffles,2.5,Bakery & Sweets,2.5,10,Tuesday
1309,2014-05-06,24,3,pastry,3.1,Bakery & Sweets,9.3,5,Tuesday
2589,2014-06-07,2,3,whole milk,1.8,Dairy,5.4,6,Saturday
1234,2014-04-14,18,2,yogurt,2.2,Dairy,4.4,4,Monday
2685,2014-04-12,11,1,butter,3.2,Dairy,3.2,4,Saturday
1395,2014-11-24,19,2,sausage,3.1,Fresh Food,6.2,11,Monday
2480,2014-03-01,4,2,other vegetables,0.8,Fresh Food,1.6,3,Saturday
4303,2014-01-17,35,1,sugar,1.2,Bakery & Sweets,1.2,1,Friday
3915,2014-09-24,4,2,other vegetables,0.8,Fresh Food,1.6,9,Wednesday
3646,2014-05-12,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,5,Monday
2443,2014-05-22,3,2,pip fruit,3.0,Fresh Food,6.0,5,Thursday
4616,2014-10-16,22,1,root vegetables,1.8,Fresh Food,1.8,10,Thursday
2325,2014-05-06,66,3,onions,1.3,Fresh Food,3.9000000000000004,5,Tuesday
1660,2014-06-15,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,6,Sunday
3982,2014-11-22,156,2,jam,5.22,Bakery & Sweets,10.44,11,Saturday
3181,2014-10-07,69,2,domestic eggs,1.25,Fresh Food,2.5,10,Tuesday
3251,2014-10-20,38,3,soda,0.8,Beverages,2.4000000000000004,10,Monday
4846,2014-10-28,2,2,whole milk,1.8,Dairy,3.6,10,Tuesday
4511,2014-08-18,23,1,pork,7.2,Fresh Food,7.2,8,Monday
1689,2014-09-19,8,2,beef,19.5,Fresh Food,39.0,9,Friday
3789,2014-03-10,6,2,pot plants,3.5,Household & Hygiene,7.0,3,Monday
2737,2014-12-26,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,12,Friday
1374,2014-09-01,35,2,sugar,1.2,Bakery & Sweets,2.4,9,Monday
3948,2014-02-20,115,2,waffles,2.5,Bakery & Sweets,5.0,2,Thursday
4544,2014-05-15,17,2,bottled water,0.5,Beverages,1.0,5,Thursday
2758,2014-06-30,2,1,whole milk,1.8,Dairy,1.8,6,Monday
1659,2014-07-05,136,2,dishes,6.8,Specialty & Seasonal,13.6,7,Saturday
4988,2014-12-13,28,1,misc. beverages,1.2,Beverages,1.2,12,Saturday
4073,2014-04-26,39,1,detergent,5.5,Household & Hygiene,5.5,4,Saturday
1212,2014-05-25,8,1,beef,19.5,Fresh Food,19.5,5,Sunday
3657,2014-05-29,11,1,butter,3.2,Dairy,3.2,5,Thursday
1187,2014-06-08,38,3,soda,0.8,Beverages,2.4000000000000004,6,Sunday
4251,2014-07-02,29,1,ham,15.2,Fresh Food,15.2,7,Wednesday
1100,2014-02-20,21,2,hamburger meat,12.3,Fresh Food,24.6,2,Thursday
1410,2014-05-23,18,1,yogurt,2.2,Dairy,2.2,5,Friday
3871,2014-08-16,2,2,whole milk,1.8,Dairy,3.6,8,Saturday
1756,2014-09-22,64,1,UHT-milk,2.1,Dairy,2.1,9,Monday
4780,2014-08-16,71,3,shopping bags,5.12,Household & Hygiene,15.36,8,Saturday
4435,2014-01-27,22,1,root vegetables,1.8,Fresh Food,1.8,1,Monday
3212,2014-04-09,27,1,coffee,8.5,Beverages,8.5,4,Wednesday
2871,2014-05-03,2,3,whole milk,1.8,Dairy,5.4,5,Saturday
2645,2014-10-23,38,1,soda,0.8,Beverages,0.8,10,Thursday
3469,2014-04-11,2,2,whole milk,1.8,Dairy,3.6,4,Friday
2349,2014-10-12,84,1,female sanitary products,2.5,Personal Care,2.5,10,Sunday
3247,2014-09-03,3,1,pip fruit,3.0,Fresh Food,3.0,9,Wednesday
1202,2014-04-21,27,1,coffee,8.5,Beverages,8.5,4,Monday
1512,2014-04-29,50,3,bottled beer,1.8,Beverages,5.4,4,Tuesday
3294,2014-03-01,22,1,root vegetables,1.8,Fresh Food,1.8,3,Saturday
3142,2014-02-12,1,1,tropical fruit,7.8,Fresh Food,7.8,2,Wednesday
4632,2014-09-18,22,2,root vegetables,1.8,Fresh Food,3.6,9,Thursday
3411,2014-11-30,2,1,whole milk,1.8,Dairy,1.8,11,Sunday
1200,2014-02-27,20,1,brown bread,0.8,Bakery & Sweets,0.8,2,Thursday
1107,2014-09-26,71,1,shopping bags,5.12,Household & Hygiene,5.12,9,Friday
4070,2014-03-08,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,3,Saturday
3901,2014-11-30,45,2,curd,9.8,Dairy,19.6,11,Sunday
3615,2014-06-13,35,2,sugar,1.2,Bakery & Sweets,2.4,6,Friday
3857,2014-12-30,38,3,soda,0.8,Beverages,2.4000000000000004,12,Tuesday
3142,2014-09-01,46,1,pasta,3.1,Pantry Staples,3.1,9,Monday
2011,2014-05-18,61,3,liquor,8.5,Beverages,25.5,5,Sunday
3414,2014-04-02,17,3,bottled water,0.5,Beverages,1.5,4,Wednesday
3013,2014-03-25,2,1,whole milk,1.8,Dairy,1.8,3,Tuesday
3053,2014-12-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12,Saturday
2270,2014-12-18,1,2,tropical fruit,7.8,Fresh Food,15.6,12,Thursday
3844,2014-09-25,49,1,beverages,1.1,Beverages,1.1,9,Thursday
1578,2014-11-29,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,11,Saturday
1364,2014-08-11,4,2,other vegetables,0.8,Fresh Food,1.6,8,Monday
4902,2014-11-21,80,1,salty snack,0.5,Snacks,0.5,11,Friday
2696,2014-12-23,2,1,whole milk,1.8,Dairy,1.8,12,Tuesday
1449,2014-07-18,2,1,whole milk,1.8,Dairy,1.8,7,Friday
3277,2014-08-30,12,2,fruit/vegetable juice,2.1,Beverages,4.2,8,Saturday
1719,2014-11-14,2,3,whole milk,1.8,Dairy,5.4,11,Friday
3111,2014-10-30,38,3,soda,0.8,Beverages,2.4000000000000004,10,Thursday
4135,2014-02-22,4,1,other vegetables,0.8,Fresh Food,0.8,2,Saturday
2261,2014-01-21,1,2,tropical fruit,7.8,Fresh Food,15.6,1,Tuesday
3835,2014-10-15,12,1,fruit/vegetable juice,2.1,Beverages,2.1,10,Wednesday
4379,2014-08-26,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,8,Tuesday
4284,2014-10-06,38,1,soda,0.8,Beverages,0.8,10,Monday
2815,2014-09-23,51,2,dessert,1.15,Bakery & Sweets,2.3,9,Tuesday
4394,2014-02-14,4,2,other vegetables,0.8,Fresh Food,1.6,2,Friday
1400,2014-10-11,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,10,Saturday
2964,2014-10-03,73,1,oil,3.4,Pantry Staples,3.4,10,Friday
2457,2014-07-09,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,7,Wednesday
3725,2014-03-08,27,3,coffee,8.5,Beverages,25.5,3,Saturday
2041,2014-06-19,22,2,root vegetables,1.8,Fresh Food,3.6,6,Thursday
1259,2014-06-10,21,1,hamburger meat,12.3,Fresh Food,12.3,6,Tuesday
1235,2014-10-04,54,2,condensed milk,3.5,Dairy,7.0,10,Saturday
4820,2014-07-02,4,2,other vegetables,0.8,Fresh Food,1.6,7,Wednesday
4690,2014-12-20,80,2,salty snack,0.5,Snacks,1.0,12,Saturday
4308,2014-11-29,38,1,soda,0.8,Beverages,0.8,11,Saturday
2944,2014-07-31,49,1,beverages,1.1,Beverages,1.1,7,Thursday
4809,2014-06-21,20,2,brown bread,0.8,Bakery & Sweets,1.6,6,Saturday
2803,2014-03-04,71,1,shopping bags,5.12,Household & Hygiene,5.12,3,Tuesday
2925,2014-11-24,7,2,citrus fruit,1.5,Fresh Food,3.0,11,Monday
4329,2014-04-06,136,1,dishes,6.8,Specialty & Seasonal,6.8,4,Sunday
2811,2014-06-20,16,1,butter milk,6.1,Dairy,6.1,6,Friday
1527,2014-01-29,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,1,Wednesday
2909,2014-09-06,2,2,whole milk,1.8,Dairy,3.6,9,Saturday
2045,2014-04-11,18,3,yogurt,2.2,Dairy,6.6000000000000005,4,Friday
2170,2014-02-24,42,3,fish,10.2,Fresh Food,30.599999999999998,2,Monday
3962,2014-11-15,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11,Saturday
3065,2014-03-14,2,2,whole milk,1.8,Dairy,3.6,3,Friday
1425,2014-02-06,7,1,citrus fruit,1.5,Fresh Food,1.5,2,Thursday
2692,2014-10-04,11,2,butter,3.2,Dairy,6.4,10,Saturday
4893,2014-06-27,45,3,curd,9.8,Dairy,29.400000000000002,6,Friday
1528,2014-02-01,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,2,Saturday
2587,2014-10-29,158,2,flower (seeds),6.8,Household & Hygiene,13.6,10,Wednesday
4065,2014-01-13,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,1,Monday
1616,2014-11-07,2,1,whole milk,1.8,Dairy,1.8,11,Friday
1476,2014-01-16,18,3,yogurt,2.2,Dairy,6.6000000000000005,1,Thursday
3133,2014-07-12,16,1,butter milk,6.1,Dairy,6.1,7,Saturday
4770,2014-02-22,11,3,butter,3.2,Dairy,9.600000000000001,2,Saturday
4725,2014-12-19,20,1,brown bread,0.8,Bakery & Sweets,0.8,12,Friday
3293,2014-10-17,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10,Friday
3244,2014-06-21,101,2,canned fish,2.1,Frozen & Processed Food,4.2,6,Saturday
4941,2014-09-09,27,1,coffee,8.5,Beverages,8.5,9,Tuesday
4840,2014-08-27,66,2,onions,1.3,Fresh Food,2.6,8,Wednesday
3439,2014-05-14,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,5,Wednesday
4609,2014-05-01,8,3,beef,19.5,Fresh Food,58.5,5,Thursday
3818,2014-03-11,22,3,root vegetables,1.8,Fresh Food,5.4,3,Tuesday
1001,2014-12-12,2,1,whole milk,1.8,Dairy,1.8,12,Friday
4523,2014-07-11,29,3,ham,15.2,Fresh Food,45.599999999999994,7,Friday
2349,2014-05-28,18,3,yogurt,2.2,Dairy,6.6000000000000005,5,Wednesday
2026,2014-01-07,4,2,other vegetables,0.8,Fresh Food,1.6,1,Tuesday
3587,2014-08-03,4,2,other vegetables,0.8,Fresh Food,1.6,8,Sunday
3959,2014-07-05,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,7,Saturday
2901,2014-08-09,74,3,whipped/sour cream,5.5,Dairy,16.5,8,Saturday
2689,2014-04-19,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,4,Saturday
1844,2014-04-27,3,1,pip fruit,3.0,Fresh Food,3.0,4,Sunday
3629,2014-07-05,32,3,red/blush wine,12.2,Beverages,36.599999999999994,7,Saturday
4991,2014-08-28,2,2,whole milk,1.8,Dairy,3.6,8,Thursday
1003,2014-10-15,22,3,root vegetables,1.8,Fresh Food,5.4,10,Wednesday
4455,2014-06-18,22,1,root vegetables,1.8,Fresh Food,1.8,6,Wednesday
2662,2014-12-05,1,2,tropical fruit,7.8,Fresh Food,15.6,12,Friday
2948,2014-07-20,18,2,yogurt,2.2,Dairy,4.4,7,Sunday
4281,2014-08-14,91,1,frozen dessert,2.8,Frozen & Processed Food,2.8,8,Thursday
1880,2014-09-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,9,Wednesday
4858,2014-08-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8,Sunday
2907,2014-03-25,70,3,margarine,3.5,Pantry Staples,10.5,3,Tuesday
2339,2014-01-28,17,1,bottled water,0.5,Beverages,0.5,1,Tuesday
3479,2014-06-06,37,2,herbs,6.5,Fresh Food,13.0,6,Friday
2562,2014-11-14,18,1,yogurt,2.2,Dairy,2.2,11,Friday
3204,2014-05-29,1,3,tropical fruit,7.8,Fresh Food,23.4,5,Thursday
3200,2014-10-27,18,1,yogurt,2.2,Dairy,2.2,10,Monday
4950,2014-04-20,147,2,cream,5.2,Dairy,10.4,4,Sunday
1279,2014-02-13,73,1,oil,3.4,Pantry Staples,3.4,2,Thursday
2245,2014-02-19,42,3,fish,10.2,Fresh Food,30.599999999999998,2,Wednesday
1856,2014-04-26,14,2,chocolate,11.5,Bakery & Sweets,23.0,4,Saturday
1966,2014-10-23,4,1,other vegetables,0.8,Fresh Food,0.8,10,Thursday
1714,2014-01-22,123,1,mustard,5.2,Pantry Staples,5.2,1,Wednesday
2133,2014-12-04,19,2,sausage,3.1,Fresh Food,6.2,12,Thursday
1147,2014-03-04,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,3,Tuesday
4991,2014-01-20,41,3,processed cheese,6.4,Dairy,19.200000000000003,1,Monday
2850,2014-01-18,127,2,organic sausage,8.6,Fresh Food,17.2,1,Saturday
4159,2014-07-11,101,3,canned fish,2.1,Frozen & Processed Food,6.300000000000001,7,Friday
1902,2014-12-14,71,1,shopping bags,5.12,Household & Hygiene,5.12,12,Sunday
4675,2014-07-09,27,3,coffee,8.5,Beverages,25.5,7,Wednesday
4544,2014-10-29,25,1,canned beer,1.1,Beverages,1.1,10,Wednesday
4715,2014-12-10,38,2,soda,0.8,Beverages,1.6,12,Wednesday
2020,2014-02-01,8,1,beef,19.5,Fresh Food,19.5,2,Saturday
3814,2014-01-05,17,2,bottled water,0.5,Beverages,1.0,1,Sunday
3351,2014-06-13,7,1,citrus fruit,1.5,Fresh Food,1.5,6,Friday
1721,2014-03-07,17,1,bottled water,0.5,Beverages,0.5,3,Friday
4365,2014-01-23,4,1,other vegetables,0.8,Fresh Food,0.8,1,Thursday
3724,2014-07-05,121,1,sweet spreads,5.4,Bakery & Sweets,5.4,7,Saturday
3160,2014-11-13,14,3,chocolate,11.5,Bakery & Sweets,34.5,11,Thursday
3786,2014-04-02,26,1,berries,10.8,Fresh Food,10.8,4,Wednesday
1204,2014-01-12,152,3,softener,11.8,Household & Hygiene,35.400000000000006,1,Sunday
1240,2014-07-15,66,2,onions,1.3,Fresh Food,2.6,7,Tuesday
2504,2014-02-10,54,2,condensed milk,3.5,Dairy,7.0,2,Monday
4897,2014-06-13,136,3,dishes,6.8,Specialty & Seasonal,20.4,6,Friday
3491,2014-12-11,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12,Thursday
3046,2014-08-22,7,2,citrus fruit,1.5,Fresh Food,3.0,8,Friday
4820,2014-04-23,66,1,onions,1.3,Fresh Food,1.3,4,Wednesday
4898,2014-04-03,1,1,tropical fruit,7.8,Fresh Food,7.8,4,Thursday
2919,2014-01-14,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,1,Tuesday
1354,2014-05-04,50,3,bottled beer,1.8,Beverages,5.4,5,Sunday
4424,2014-08-31,70,3,margarine,3.5,Pantry Staples,10.5,8,Sunday
1320,2014-07-19,128,2,soft cheese,7.2,Dairy,14.4,7,Saturday
4422,2014-10-19,3,1,pip fruit,3.0,Fresh Food,3.0,10,Sunday
3533,2014-08-22,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,8,Friday
3721,2014-12-10,1,3,tropical fruit,7.8,Fresh Food,23.4,12,Wednesday
3107,2014-01-02,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,1,Thursday
4908,2014-11-13,27,3,coffee,8.5,Beverages,25.5,11,Thursday
1684,2014-02-26,25,1,canned beer,1.1,Beverages,1.1,2,Wednesday
3452,2014-12-23,25,2,canned beer,1.1,Beverages,2.2,12,Tuesday
4052,2014-05-17,64,2,UHT-milk,2.1,Dairy,4.2,5,Saturday
1520,2014-04-30,4,2,other vegetables,0.8,Fresh Food,1.6,4,Wednesday
2063,2014-05-26,66,1,onions,1.3,Fresh Food,1.3,5,Monday
2353,2014-11-14,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11,Friday
3450,2014-05-20,49,2,beverages,1.1,Beverages,2.2,5,Tuesday
4056,2014-10-03,38,2,soda,0.8,Beverages,1.6,10,Friday
4865,2014-05-20,14,2,chocolate,11.5,Bakery & Sweets,23.0,5,Tuesday
1395,2014-05-20,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,5,Tuesday
2325,2014-02-27,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2,Thursday
4887,2014-01-02,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,1,Thursday
3356,2014-09-30,64,2,UHT-milk,2.1,Dairy,4.2,9,Tuesday
3827,2014-09-11,23,3,pork,7.2,Fresh Food,21.6,9,Thursday
1546,2014-04-02,83,1,white bread,0.3,Bakery & Sweets,0.3,4,Wednesday
1327,2014-12-04,3,2,pip fruit,3.0,Fresh Food,6.0,12,Thursday
2682,2014-02-20,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2,Thursday
4937,2014-06-22,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,6,Sunday
3817,2014-11-24,44,1,newspapers,3.2,Specialty & Seasonal,3.2,11,Monday
4314,2014-01-27,70,2,margarine,3.5,Pantry Staples,7.0,1,Monday
4146,2014-01-03,51,2,dessert,1.15,Bakery & Sweets,2.3,1,Friday
4749,2014-09-11,22,3,root vegetables,1.8,Fresh Food,5.4,9,Thursday
3222,2014-01-16,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,1,Thursday
1937,2014-03-07,4,1,other vegetables,0.8,Fresh Food,0.8,3,Friday
1440,2014-01-01,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,1,Wednesday
1682,2014-07-05,7,3,citrus fruit,1.5,Fresh Food,4.5,7,Saturday
1421,2014-08-30,3,1,pip fruit,3.0,Fresh Food,3.0,8,Saturday
2774,2014-03-26,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,3,Wednesday
2009,2014-12-11,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12,Thursday
1366,2014-02-19,25,2,canned beer,1.1,Beverages,2.2,2,Wednesday
1432,2014-03-12,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,3,Wednesday
2758,2014-10-24,3,1,pip fruit,3.0,Fresh Food,3.0,10,Friday
1209,2014-03-05,18,1,yogurt,2.2,Dairy,2.2,3,Wednesday
3695,2014-10-12,7,2,citrus fruit,1.5,Fresh Food,3.0,10,Sunday
1353,2014-09-12,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,9,Friday
4351,2014-11-26,115,3,waffles,2.5,Bakery & Sweets,7.5,11,Wednesday
4277,2014-08-03,18,3,yogurt,2.2,Dairy,6.6000000000000005,8,Sunday
4532,2014-11-13,3,2,pip fruit,3.0,Fresh Food,6.0,11,Thursday
4281,2014-03-09,18,2,yogurt,2.2,Dairy,4.4,3,Sunday
2025,2014-11-13,27,2,coffee,8.5,Beverages,17.0,11,Thursday
1708,2014-07-09,4,1,other vegetables,0.8,Fresh Food,0.8,7,Wednesday
3153,2014-06-21,66,3,onions,1.3,Fresh Food,3.9000000000000004,6,Saturday
4584,2014-04-22,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,4,Tuesday
3948,2014-04-10,38,3,soda,0.8,Beverages,2.4000000000000004,4,Thursday
4082,2014-08-03,26,2,berries,10.8,Fresh Food,21.6,8,Sunday
1169,2014-01-15,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,1,Wednesday
1220,2014-11-16,19,1,sausage,3.1,Fresh Food,3.1,11,Sunday
1438,2014-05-18,11,1,butter,3.2,Dairy,3.2,5,Sunday
2071,2014-07-31,3,3,pip fruit,3.0,Fresh Food,9.0,7,Thursday
4802,2014-08-10,1,2,tropical fruit,7.8,Fresh Food,15.6,8,Sunday
2868,2014-06-15,7,3,citrus fruit,1.5,Fresh Food,4.5,6,Sunday
2390,2014-11-28,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11,Friday
3649,2014-09-23,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,9,Tuesday
1834,2014-12-21,26,1,berries,10.8,Fresh Food,10.8,12,Sunday
1578,2014-03-26,2,3,whole milk,1.8,Dairy,5.4,3,Wednesday
4060,2014-10-11,1,1,tropical fruit,7.8,Fresh Food,7.8,10,Saturday
3717,2014-01-27,3,2,pip fruit,3.0,Fresh Food,6.0,1,Monday
1501,2014-11-03,2,3,whole milk,1.8,Dairy,5.4,11,Monday
4654,2014-05-06,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,5,Tuesday
1022,2014-02-22,8,1,beef,19.5,Fresh Food,19.5,2,Saturday
4822,2014-07-02,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,7,Wednesday
4473,2014-06-03,50,2,bottled beer,1.8,Beverages,3.6,6,Tuesday
1099,2014-08-29,22,3,root vegetables,1.8,Fresh Food,5.4,8,Friday
2020,2014-04-11,21,1,hamburger meat,12.3,Fresh Food,12.3,4,Friday
4227,2014-07-25,7,2,citrus fruit,1.5,Fresh Food,3.0,7,Friday
1113,2014-02-02,45,1,curd,9.8,Dairy,9.8,2,Sunday
4542,2014-12-05,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,12,Friday
1607,2014-10-05,4,1,other vegetables,0.8,Fresh Food,0.8,10,Sunday
4825,2014-04-23,38,3,soda,0.8,Beverages,2.4000000000000004,4,Wednesday
4467,2014-01-11,83,1,white bread,0.3,Bakery & Sweets,0.3,1,Saturday
3146,2014-02-07,22,3,root vegetables,1.8,Fresh Food,5.4,2,Friday
3508,2014-03-10,22,2,root vegetables,1.8,Fresh Food,3.6,3,Monday
4712,2014-11-03,23,3,pork,7.2,Fresh Food,21.6,11,Monday
3535,2014-02-16,2,2,whole milk,1.8,Dairy,3.6,2,Sunday
